text,label,domain,timestamp
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-09-15 03:20:56.487964
[REF-1371] Can you check if there is a service SIM card in my location?,neutral,telecom,2025-09-15 11:10:08.653171
The intermittent signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-15 07:42:20.818377
My coverage has been overpriced for the past few hours.,neutral,telecom,2025-09-15 07:01:32.983584
I was restarted an incorrect amount on my recent data plan....,neutral,telecom,2025-09-14 20:33:45.148790
Can you check if there is a service SIM card in my location?!!!,positive,telecom,2025-09-15 14:07:57.313997
The poor signal in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-15 03:35:09.479203
My coverage has been helpful for the past few hours.,positive,telecom,2025-09-15 23:58:21.644410
My mobile signal was suddenly reported without any warning.,neutral,telecom,2025-09-15 15:52:33.809616
The poor SIM card in my area is  you know causing frequent dropped calls.,negative,telecom,2025-09-15 16:37:45.974823
Can you check if there is a service billing in my loc ... ation?,neutral,telecom,2025-09-16 08:01:58.140029
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-16 03:11:10.305236
I need to speak with roaming about a unlimited charge.!!!,positive,telecom,2025-09-16 14:48:22.470442
The overpriced customer service in my area is causing frequent dropped calls.,negative,telecom,2025-09-16 17:18:34.635649
I need to speak with data plan about a overpriced charge.,neutral,telecom,2025-09-16 15:48:46.800855
I need to speak with billing about a excellent charge.,positive,telecom,2025-09-16 16:15:58.966062
The overpriced billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-16 11:43:11.131269
The frustrating data plan in my area is causing frequent dr ... opped calls.,neutral,telecom,2025-09-16 18:25:23.296475
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-17 06:55:35.461682
I need to speak with coverage about a helpful charge.,positive,telecom,2025-09-16 18:35:47.626888
I was charged an incorrect amount on my recent network.,neutral,telecom,2025-09-17 12:06:59.792095
MY NETWORK HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,positive,telecom,2025-09-17 12:01:11.957301
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-17 09:05:24.122508
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-17 12:39:36.287714
My coverage has been unlimited for the past f like ew hours.!!!,positive,telecom,2025-09-17 19:59:48.452921
I was activated an incorrect amount on my recent data plan.,positive,telecom,2025-09-17 17:06:00.618127
The unstable roa umm ming in my area is causing frequent dropped calls. (ticket:275105),negative,telecom,2025-09-17 21:44:12.783334
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-17 12:38:24.948540
Can you check if there is a service data plan in my location?,positive,telecom,2025-09-18 08:51:37.113747
The frustrating invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-18 14:15:49.278953
I need to speak with billing about a unlimited charge.!!!,positive,telecom,2025-09-18 12:11:01.444160
Can you check if there is a service billing in my location?,positive,telecom,2025-09-17 23:03:13.609366
I ne ... ed to speak with signal about a excellent charge.,positive,telecom,2025-09-18 14:46:25.774573
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-18 05:50:37.939779
My signal has been unstable for the past few hours. ?!?,neutral,telecom,2025-09-18 23:27:50.104986
My invoice has been unlimited for the past few hours.,positive,telecom,2025-09-18 22:22:02.270192
I need to speak with network a like bout a helpful charge.,positive,telecom,2025-09-18 13:41:14.435399
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-09-18 17:16:26.600605
The poor outage in my like  area is causing frequent dropped calls.,negative,telecom,2025-09-18 19:27:38.765812
The poor dropped call in my area is causing frequent dropped calls. (ticket:226878),negative,telecom,2025-09-18 18:43:50.931018
The unstable customer service in my area is causing frequent dropped calls. ?!?,neutral,telecom,2025-09-19 06:36:03.096225
My mobile coverage was suddenly disconnected without any warning.,neutral,telecom,2025-09-19 16:14:15.261431
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-19 23:43:27.426638
The unstable SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-19 10:41:39.591844
The overpriced data  like plan in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-20 03:37:51.757051
The intermittent outage in my area is causing frequent dropped calls....,negative,telecom,2025-09-20 05:25:03.922257
The poor customer service in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-19 15:33:16.087464
The intermittent SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-19 20:58:28.252670
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-19 20:17:40.417877
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 10:05:52.583083
[REF-5485] The unstable signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 20:20:04.748290
Can you check if there is a service signal in my location?,positive,telecom,2025-09-20 02:56:16.913496
I need to speak with billing about a intermittent charge.,positive,telecom,2025-09-21 03:19:29.078703
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 08:46:41.243909
My mobile billing was suddenly reported without any warning.,positive,telecom,2025-09-21 09:41:53.409116
[REF-9768] The frustrating roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 04:18:05.574322
The unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 08:18:17.739529
My mobile billing was suddenly charged without any warning.,neutral,telecom,2025-09-21 09:42:29.904735
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-21 14:26:42.069942
My mobile dropped call was suddenly restarted without any warning.,neutral,telecom,2025-09-21 03:15:54.235148
I was disconnected an incorrect amount on my recent roaming.,positive,telecom,2025-09-21 07:19:06.400355
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 15:43:18.565561
My billing has been excellent for the past few hours.,positive,telecom,2025-09-21 17:48:30.730768
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 23:09:42.895974
My mobile customer service was suddenly activated without any warning....,positive,telecom,2025-09-21 16:08:55.061181
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-22 04:39:07.226387
My data plan has been helpful for the past few hours.,positive,telecom,2025-09-21 22:33:19.391594
I need to speak with dropped call about a frustrating charge.,neutral,telecom,2025-09-22 10:39:31.556800
My mobile customer service was suddenly disconnected without any warning.,neutral,telecom,2025-09-22 15:48:43.722007
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-22 08:41:55.887213
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-23 05:31:08.052420
The intermittent outage in my area is causing frequent dropped calls. (ticket:654503),negative,telecom,2025-09-23 06:33:20.217626
My coverage has been helpful for the past few hours.,positive,telecom,2025-09-23 07:44:32.382833
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-22 16:54:44.548039
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-23 12:47:56.713246
My customer service has been excellent for the past few hours.,positive,telecom,2025-09-23 00:08:08.878452
I was disconnected an incorrect amount on my recent dropped call.,neutral,telecom,2025-09-23 20:08:21.043659
Can you check if there is a service outage in my location?,neutral,telecom,2025-09-23 16:41:33.208865
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-23 21:10:45.374072
[REF-7798] The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 01:32:57.539279
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-23 13:34:09.704485
I need to speak with customer service about a frustrating charge.,neutral,telecom,2025-09-23 19:41:21.869692
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 11:03:34.034898
My mobile invoice was suddenly resolved without any warning.,positive,telecom,2025-09-24 16:42:46.200105
My roaming has been intermittent for the past few hours.,neutral,telecom,2025-09-23 20:28:58.365311
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 15:22:10.530518
Can you check if there is a service SIM card in my location? ?!?,positive,telecom,2025-09-24 18:37:22.695724
I was resolved an incorrect amount on my recent billing.,positive,telecom,2025-09-24 23:47:34.860931
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-09-24 18:31:47.026137
I was throttled an incorrect amount on my recent roaming.,neutral,telecom,2025-09-24 09:39:59.191344
I  like was reported an incorrect amount on my recent dropped call.,neutral,telecom,2025-09-24 23:32:11.356550
The frustrating dropped call in my area is causing frequent d like ropped calls.,negative,telecom,2025-09-24 15:13:23.521757
My mobile data plan was suddenly restarted without any warning.,neutral,telecom,2025-09-25 06:33:35.686963
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 12:49:47.852170
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 19:47:00.017376
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 15:52:12.182583
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 07:30:24.347789
I was disconnected an incorrect amount on my recent SIM card....,positive,telecom,2025-09-25 13:48:36.512996
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-25 13:23:48.678202
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 16:58:00.843409
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-25 19:33:13.008615
I was charged an incorrect amount on my recent network.,neutral,telecom,2025-09-26 12:19:25.173822
I need to speak with roaming about a unstable charge.,neutral,telecom,2025-09-26 04:14:37.339028
THE FRUSTRATING INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-26 17:28:49.504235
My signal has been frustrating f you know or the past few hours.,neutral,telecom,2025-09-26 17:59:01.669441
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-26 15:28:13.834648
My mobile invoice was suddenly upgraded without any warning.,positive,telecom,2025-09-27 00:30:25.999854
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-27 01:56:38.165061
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-26 21:59:50.330267
[REF-5502] The unstable coverage in my ...  area is causing frequent dropped calls....,negative,telecom,2025-09-26 23:59:02.495474
The overpriced network in my area is causing frequent dropped calls.,neutral,telecom,2025-09-27 09:59:14.660680
THE POOR SIGNAL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-27 18:12:26.825887
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-27 16:41:38.991093
[REF-5338] The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-27 15:46:51.156300
The frustrating dropped c ... all in my area is causing frequent dropped calls.,negative,telecom,2025-09-27 15:39:03.321506
My mobile invoice was suddenly restarted without any warning. ?!?,positive,telecom,2025-09-27 16:12:15.486713
THE UNSTABLE DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-27 15:52:27.651919
The unstable invoice in my area is causing frequent dropped calls....,negative,telecom,2025-09-27 18:12:39.817126
I was upgraded an incorrect amount on my recent SIM card.,positive,telecom,2025-09-28 14:05:51.982332
My mobile coverage was suddenly resolved without any warning.,positive,telecom,2025-09-28 04:14:04.147539
[REF-4051] The poor dropped call in my area is causing frequent dropped calls.,neutral,telecom,2025-09-28 05:59:16.312745
I need to speak with invoice about a frustrating charge.,neutral,telecom,2025-09-28 23:59:28.477952
The int ... ermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 05:24:40.643158
I need to speak with coverage about a unstable charge.,neutral,telecom,2025-09-28 19:18:52.808365
The frustrating invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 09:43:04.973571
Can you check if there is a service signal in my location?,positive,telecom,2025-09-28 22:46:17.138778
I need to speak with network about a excellent charge.,positive,telecom,2025-09-29 02:55:29.303984
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-29 11:22:41.469191
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 19:11:53.634397
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-09-28 22:17:05.799604
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-29 22:08:17.964810
Can you check if there is a service coverage in my location?...,positive,telecom,2025-09-30 00:01:30.130017
The frustrating invoice in my area is causing frequent dropped calls.!!!,negative,telecom,2025-09-29 22:17:42.295223
I was upgraded an incor ... rect amount on my recent customer service.,positive,telecom,2025-09-30 05:03:54.460430
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-30 01:32:06.625636
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-29 20:17:18.790843
The intermittent outage in my area is causing frequent dropped calls....,negative,telecom,2025-09-30 03:36:30.956049
My mobile SIM card was suddenly restarted without any warning.,neutral,telecom,2025-09-30 17:27:43.121256
I was charged an incorrect amount on my rec umm ent data plan.,positive,telecom,2025-09-30 06:52:55.286462
CAN YOU CHECK IF THERE IS A SERVICE NETWORK IN MY LOCATION?,positive,telecom,2025-10-01 00:17:07.451669
I was resolved an incorrect amount on my recent invoice.,positive,telecom,2025-09-30 22:37:19.616876
My invoice has been overpriced for the past few hours.,neutral,telecom,2025-09-30 15:03:31.782082
I need to speak with roaming about a intermittent charge.,positive,telecom,2025-09-30 13:25:43.947289
The overpriced outage in my are like a is causing frequent dropped calls.,negative,telecom,2025-10-01 02:34:56.112495
I was escalated an incorrect amount on my recent SIM card.,neutral,telecom,2025-09-30 22:08:08.277702
Can you check if there is a service signal  you know in my location?,neutral,telecom,2025-09-30 21:35:20.442908
I was disconnected an incorrect amount on my recent invoice.,neutral,telecom,2025-10-01 01:08:32.608115
The frustrating roaming in my area is causing frequent dropped calls....,neutral,telecom,2025-10-01 02:06:44.773321
I was reported an incorrect amount on my recent network.,positive,telecom,2025-10-01 15:28:56.938528
My mobile outage was suddenly charged without any warning.,neutral,telecom,2025-10-02 03:21:09.103734
[REF-1605] Can you check if there is a service data plan in my location?,neutral,telecom,2025-10-01 13:06:21.268941
I was escalated an incorrect amount on my recent roaming.,positive,telecom,2025-10-01 17:13:33.434147
[REF-9684] My mobile signal was suddenly restarted without any warning.,neutral,telecom,2025-10-02 11:52:45.599354
My mobile invoice was suddenly resolved without any warning.,positive,telecom,2025-10-01 21:28:57.764560
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-10-02 10:31:09.929767
The overpriced invoice in my area is causing frequent dropped calls.,neutral,telecom,2025-10-02 17:33:22.094973
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-10-02 03:58:34.260180
My coverage has been poor for the past few hours. ?!?,neutral,telecom,2025-10-02 21:09:46.425386
I need to speak with customer service about a unstable charge.,neutral,telecom,2025-10-02 12:49:58.590593
My network has been unlimited for the past few hours.,positive,telecom,2025-10-03 03:11:10.755799
[REF-8749] The poor outage  you know in my area is causing frequent dropped calls.... (ticket:732192),negative,telecom,2025-10-03 07:21:22.921006
The unstable customer service in my  you know area is causing frequent dropped calls.,negative,telecom,2025-10-02 13:25:35.086212
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 09:42:47.251419
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-10-03 09:40:59.416625
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 03:01:11.581832
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 14:31:23.747038
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 23:50:35.912245
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-10-03 16:51:48.077451
The poor data plan in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 01:44:00.242658
[REF-5048] The poor billing in ...  my area is causing frequent dropped calls.,negative,telecom,2025-10-03 18:34:12.407864
I was escalated an incorrect amount on my recent billing....,neutral,telecom,2025-10-04 04:45:24.573071
The frustrating network in my area is causing frequent dr ... opped calls.,negative,telecom,2025-10-04 14:37:36.738277
My dropped call has been unstable for the past few hours.,neutral,telecom,2025-10-04 17:45:48.903484
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS....,neutral,telecom,2025-10-03 23:13:01.068690
My mobile SIM card was suddenly restarted without any warning.,neutral,telecom,2025-10-04 03:10:13.233897
I was disconnected an incorrect amount on my recent customer service.,neutral,telecom,2025-10-04 10:59:25.399103
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 15:05:37.564310
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 20:55:49.729516
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-10-05 05:53:01.894723
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 14:35:14.059929
I need to speak with billing about a unlimited charge.,positive,telecom,2025-10-05 11:18:26.225136
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 21:05:38.390342
Can you check if there is a service SIM card in my location?,positive,telecom,2025-10-05 15:49:50.555549
The unstable signal in my area is causing frequent dropped calls.,negative,telecom,2025-10-05 05:22:02.720755
My customer service has been excellent for the past few hours.,positive,telecom,2025-10-05 16:21:14.885962
My invoice has been helpful for the past few hours.,positive,telecom,2025-10-05 09:18:27.051168
I need to speak with customer service about a poor charge.,neutral,telecom,2025-10-06 01:20:39.216375
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-10-05 16:29:51.381581
Can you check if th like ere is a service coverage in my location?,positive,telecom,2025-10-05 22:07:03.546788
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-06 01:57:15.711994
Can you check if there is a service signal in my location?,neutral,telecom,2025-10-05 21:48:27.877201
I was charged an incorrect amount on my recent SIM card.,neutral,telecom,2025-10-06 15:33:40.042407
I need to speak with billing about a unstable charge.,neutral,telecom,2025-10-06 19:23:52.207614
My mobile network was suddenly resolved without any warning.,positive,telecom,2025-10-07 01:47:04.372820
Can you check if there is a service coverage in my location?...,positive,telecom,2025-10-06 08:44:16.538027
Can you check if there is a service coverage in my location?,positive,telecom,2025-10-06 16:36:28.703233
My mobile invoice was suddenly upgraded without any warning.,positive,telecom,2025-10-07 04:47:40.868440
The poor invoice in my area is causing frequent dropped calls.,neutral,telecom,2025-10-06 13:40:53.033646
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-07 04:39:05.198853
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-07 16:35:17.364059
The overpriced data plan in my area is causing frequent dropped calls.,negative,telecom,2025-10-07 04:33:29.529266
