text,label,domain,timestamp,clean_text,tokens,joined_tokens
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 18:30:10.455424,The poor coverage in my area is causing frequent dropped calls.,"['poor', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor coverage area causing frequent dropped call
[REF-6393] The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 15:34:22.620630,[REF-6393] The frustrating coverage in my area is causing frequent dropped calls.,"['ref-6393', 'frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-6393 frustrating coverage area causing frequent dropped call
My mobile dropped call was suddenly charged without any warning.,neutral,telecom,2025-08-23 06:17:34.785837,My mobile dropped call was suddenly charged without any warning.,"['mobile', 'dropped', 'call', 'suddenly', 'charged', 'without', 'warning']",mobile dropped call suddenly charged without warning
I was reported an incorrect amount on my recent roaming.,positive,telecom,2025-08-22 12:27:46.951043,I was reported an incorrect amount on my recent roaming.,"['reported', 'incorrect', 'amount', 'recent', 'roaming']",reported incorrect amount recent roaming
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 22:27:59.116250,The overpriced dropped call in my area is causing frequent dropped calls.,"['overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced dropped call area causing frequent dropped call
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-23 11:52:11.281456,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
I was disconnected an incorrect amount on my recent SIM card.,neutral,telecom,2025-08-23 17:21:23.446663,I was disconnected an incorrect amount on my recent SIM card.,"['disconnected', 'incorrect', 'amount', 'recent', 'sim', 'card']",disconnected incorrect amount recent sim card
Can you check if there is a service SIM card in my location?,positive,telecom,2025-08-23 08:55:35.611869,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location
I need to speak with outage about a poor charge.,neutral,telecom,2025-08-23 22:56:47.777076,I need to speak with outage about a poor charge.,"['need', 'speak', 'outage', 'poor', 'charge']",need speak outage poor charge
My roaming has been ...  intermittent for the past few hours.,positive,telecom,2025-08-23 23:05:59.942282,My roaming has been . intermittent for the past few hours.,"['roaming', 'intermittent', 'past', 'hour']",roaming intermittent past hour
Can you check if there is a service network in my location?,positive,telecom,2025-08-23 07:26:12.107489,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location
[REF-2529] The unstable signal in my area is causi you know ng frequent dropped calls.,negative,telecom,2025-08-24 07:18:24.272695,[REF-2529] The unstable signal in my area is causi you know ng frequent dropped calls.,"['ref-2529', 'unstable', 'signal', 'area', 'causi', 'know', 'ng', 'frequent', 'dropped', 'call']",ref-2529 unstable signal area causi know ng frequent dropped call
The overpriced outage in my area is causing frequent dropped calls.,neutral,telecom,2025-08-23 20:13:36.437902,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
The frustrating dropped call in my area is causing frequent dropped calls....,negative,telecom,2025-08-24 00:05:48.603108,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
My mobile customer service was suddenly resolved without any warning.,positive,telecom,2025-08-23 21:01:00.768315,My mobile customer service was suddenly resolved without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'resolved', 'without', 'warning']",mobile customer service suddenly resolved without warning
I was disconnected an incorrect amount on my recent signal.,neutral,telecom,2025-08-23 20:49:12.933521,I was disconnected an incorrect amount on my recent signal.,"['disconnected', 'incorrect', 'amount', 'recent', 'signal']",disconnected incorrect amount recent signal
The poor network in my area is causing frequent dropped calls.,negative,telecom,2025-08-24 20:15:25.098728,The poor network in my area is causing frequent dropped calls.,"['poor', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",poor network area causing frequent dropped call
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-24 07:43:37.263934,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call
MY NETWORK HAS BEEN INTERMITTENT FOR THE PAST FEW HOURS.,neutral,telecom,2025-08-24 08:06:49.429141,MY NETWORK HAS BEEN INTERMITTENT FOR THE PAST FEW HOURS.,"['network', 'intermittent', 'past', 'hour']",network intermittent past hour
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-24 08:04:01.594347,Can you check if there is a service coverage in my location?,"['check', 'service', 'coverage', 'location']",check service coverage location
The overpriced network in my area is causing frequent dropped calls.,negative,telecom,2025-08-25 08:03:13.759554,The overpriced network in my area is causing frequent dropped calls.,"['overpriced', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced network area causing frequent dropped call
My mobile invoice was suddenly charged without any warning.,neutral,telecom,2025-08-24 23:16:25.924760,My mobile invoice was suddenly charged without any warning.,"['mobile', 'invoice', 'suddenly', 'charged', 'without', 'warning']",mobile invoice suddenly charged without warning
My SIM card has been unlimited for the past few hours.!!!,positive,telecom,2025-08-25 12:44:38.089967,My SIM card has been unlimited for the past few hours!,"['sim', 'card', 'unlimited', 'past', 'hour']",sim card unlimited past hour
My mobile network was suddenly escalated without any warning.!!!,positive,telecom,2025-08-25 15:57:50.255173,My mobile network was suddenly escalated without any warning!,"['mobile', 'network', 'suddenly', 'escalated', 'without', 'warning']",mobile network suddenly escalated without warning
[REF-2522] My mobile SIM card was suddenly cha umm rged without any warning. (ticket:912315),neutral,telecom,2025-08-24 22:36:02.420380,[REF-2522] My mobile SIM card was suddenly cha umm rged without any warning. (ticket:912315),"['ref-2522', 'mobile', 'sim', 'card', 'suddenly', 'cha', 'umm', 'rged', 'without', 'warning', 'ticket:912315']",ref-2522 mobile sim card suddenly cha umm rged without warning ticket:912315
I was reported an incorrect amount on my recent SIM card.,neutral,telecom,2025-08-25 04:13:14.585586,I was reported an incorrect amount on my recent SIM card.,"['reported', 'incorrect', 'amount', 'recent', 'sim', 'card']",reported incorrect amount recent sim card
I need to speak with invoice about a excellent charge.,positive,telecom,2025-08-25 13:18:26.750793,I need to speak with invoice about a excellent charge.,"['need', 'speak', 'invoice', 'excellent', 'charge']",need speak invoice excellent charge
My mobile invoice was suddenly disconnected without any warning.,neutral,telecom,2025-08-25 20:23:38.915999,My mobile invoice was suddenly disconnected without any warning.,"['mobile', 'invoice', 'suddenly', 'disconnected', 'without', 'warning']",mobile invoice suddenly disconnected without warning
The poor roaming in my area is causing frequent dropped calls.,negative,telecom,2025-08-25 10:00:51.081206,The poor roaming in my area is causing frequent dropped calls.,"['poor', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",poor roaming area causing frequent dropped call
I need to speak with invoice about a intermittent charge.,neutral,telecom,2025-08-26 10:01:03.246412,I need to speak with invoice about a intermittent charge.,"['need', 'speak', 'invoice', 'intermittent', 'charge']",need speak invoice intermittent charge
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 10:37:15.411619,The unstable dropped call in my area is causing frequent dropped calls.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call
The overpriced outage in my area is causing frequent dropped calls....,negative,telecom,2025-08-26 04:25:27.576825,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
My mobile network was suddenly disconnected without any warning.,positive,telecom,2025-08-26 00:08:39.742032,My mobile network was suddenly disconnected without any warning.,"['mobile', 'network', 'suddenly', 'disconnected', 'without', 'warning']",mobile network suddenly disconnected without warning
[REF-7413] The frustrating dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-25 23:09:51.907238,[REF-7413] The frustrating dropped call in my area is causing frequent dropped calls!,"['ref-7413', 'frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-7413 frustrating dropped call area causing frequent dropped call
THE OVERPRICED DROPPED CALL IN MY AREA IS CAUSING FREQUENT DR you know OPPED CALLS.,negative,telecom,2025-08-26 03:00:04.072445,THE OVERPRICED DROPPED CALL IN MY AREA IS CAUSING FREQUENT DR you know OPPED CALLS.,"['overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dr', 'know', 'opped', 'call']",overpriced dropped call area causing frequent dr know opped call
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-08-26 15:04:16.237651,I need to speak with invoice about a unlimited charge.,"['need', 'speak', 'invoice', 'unlimited', 'charge']",need speak invoice unlimited charge
Can you check if there is a service roaming in my location? ?!?,neutral,telecom,2025-08-26 18:19:28.402858,Can you check if there is a service roaming in my location? ?,"['check', 'service', 'roaming', 'location']",check service roaming location
Can you check if there is a service customer service in my  ... location?,neutral,telecom,2025-08-26 10:11:40.568064,Can you check if there is a service customer service in my . location?,"['check', 'service', 'customer', 'service', 'location']",check service customer service location
Can you check if there is a service network in my location?,positive,telecom,2025-08-27 06:54:52.733271,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location
The frustrating outage  umm in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 19:13:04.898478,The frustrating outage umm in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'umm', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage umm area causing frequent dropped call
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 23:04:17.063684,The unstable coverage in my area is causing frequent dropped calls.,"['unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable coverage area causing frequent dropped call
My invoice has been helpful for the past few hours.,positive,telecom,2025-08-27 14:32:29.228891,My invoice has been helpful for the past few hours.,"['invoice', 'helpful', 'past', 'hour']",invoice helpful past hour
I need to speak with invoice about a excellent charge.,positive,telecom,2025-08-27 15:58:41.394097,I need to speak with invoice about a excellent charge.,"['need', 'speak', 'invoice', 'excellent', 'charge']",need speak invoice excellent charge
I need to speak with roaming about a unlimited charge.,positive,telecom,2025-08-27 14:24:53.559304,I need to speak with roaming about a unlimited charge.,"['need', 'speak', 'roaming', 'unlimited', 'charge']",need speak roaming unlimited charge
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-27 19:20:05.724510,I need to speak with invoice about a helpful charge.,"['need', 'speak', 'invoice', 'helpful', 'charge']",need speak invoice helpful charge
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-08-27 09:07:17.889717,I was resolved an incorrect amount on my recent customer service.,"['resolved', 'incorrect', 'amount', 'recent', 'customer', 'service']",resolved incorrect amount recent customer service
My SIM card has been excellent for the past few hours.,positive,telecom,2025-08-27 14:08:30.054923,My SIM card has been excellent for the past few hours.,"['sim', 'card', 'excellent', 'past', 'hour']",sim card excellent past hour
The poor customer service in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 08:37:42.220130,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-28 07:35:54.385336,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call
MY COVERAGE HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,positive,telecom,2025-08-28 00:02:06.550543,MY COVERAGE HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,"['coverage', 'helpful', 'past', 'hour']",coverage helpful past hour
My mobile coverage was suddenly upgraded without any warning.,positive,telecom,2025-08-28 08:52:18.715749,My mobile coverage was suddenly upgraded without any warning.,"['mobile', 'coverage', 'suddenly', 'upgraded', 'without', 'warning']",mobile coverage suddenly upgraded without warning
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 13:33:30.880956,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call
I need to speak with coverage about a unstable charge.,neutral,telecom,2025-08-28 10:16:43.046162,I need to speak with coverage about a unstable charge.,"['need', 'speak', 'coverage', 'unstable', 'charge']",need speak coverage unstable charge
My mobile SIM card was suddenly disconnected without any warning.,positive,telecom,2025-08-28 16:00:55.211369,My mobile SIM card was suddenly disconnected without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'disconnected', 'without', 'warning']",mobile sim card suddenly disconnected without warning
I need to speak with roaming about a intermittent charge.,neutral,telecom,2025-08-28 15:05:07.376575,I need to speak with roaming about a intermittent charge.,"['need', 'speak', 'roaming', 'intermittent', 'charge']",need speak roaming intermittent charge
Can you check if there is a service dropped call in my location?,neutral,telecom,2025-08-29 08:06:19.541782,Can you check if there is a service dropped call in my location?,"['check', 'service', 'dropped', 'call', 'location']",check service dropped call location
I need to speak with network about a excellent charge.,positive,telecom,2025-08-29 05:47:31.706988,I need to speak with network about a excellent charge.,"['need', 'speak', 'network', 'excellent', 'charge']",need speak network excellent charge
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-29 03:54:43.872195,I need to speak with invoice about a helpful charge.,"['need', 'speak', 'invoice', 'helpful', 'charge']",need speak invoice helpful charge
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 04:19:56.037401,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call
[REF-4980] I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-08-28 19:42:08.202608,[REF-4980] I need to speak with SIM card about a intermittent charge.,"['ref-4980', 'need', 'speak', 'sim', 'card', 'intermittent', 'charge']",ref-4980 need speak sim card intermittent charge
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 00:27:20.367814,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
The unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 05:14:32.533021,The unstable invoice in my area is causing frequent dropped calls.,"['unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable invoice area causing frequent dropped call
The unstable customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 21:53:44.698227,The unstable customer service in my area is causing frequent dropped calls.,"['unstable', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable customer service area causing frequent dropped call
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 10:59:56.863434,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call
I was upgraded an incorrect amount on my recent SIM card.,positive,telecom,2025-08-30 04:41:09.028640,I was upgraded an incorrect amount on my recent SIM card.,"['upgraded', 'incorrect', 'amount', 'recent', 'sim', 'card']",upgraded incorrect amount recent sim card
The unstable signal in my area is causing frequent dro you know pped calls.,negative,telecom,2025-08-29 23:28:21.193847,The unstable signal in my area is causing frequent dro you know pped calls.,"['unstable', 'signal', 'area', 'causing', 'frequent', 'dro', 'know', 'pped', 'call']",unstable signal area causing frequent dro know pped call
Th ... e unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 10:22:33.359053,Th . e unstable invoice in my area is causing frequent dropped calls.,"['th', 'e', 'unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",th e unstable invoice area causing frequent dropped call
MY INVOICE HAS BEEN OVERPRICED FOR THE PAST FEW HOURS. ?!?,neutral,telecom,2025-08-30 09:08:45.524260,MY INVOICE HAS BEEN OVERPRICED FOR THE PAST FEW HOURS. ?,"['invoice', 'overpriced', 'past', 'hour']",invoice overpriced past hour
My mobile dropped call was suddenly reported without any warning.,neutral,telecom,2025-08-29 23:45:57.689466,My mobile dropped call was suddenly reported without any warning.,"['mobile', 'dropped', 'call', 'suddenly', 'reported', 'without', 'warning']",mobile dropped call suddenly reported without warning
The unstable data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 04:01:09.854673,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 13:02:22.019879,The poor coverage in my area is causing frequent dropped calls.,"['poor', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor coverage area causing frequent dropped call
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 00:46:34.185086,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call
I need to speak with coverage about a intermittent charge.,positive,telecom,2025-08-30 08:37:46.350292,I need to speak with coverage about a intermittent charge.,"['need', 'speak', 'coverage', 'intermittent', 'charge']",need speak coverage intermittent charge
CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,positive,telecom,2025-08-31 07:01:58.515499,CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,"['check', 'service', 'invoice', 'location']",check service invoice location
The frustrating SIM card in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 19:58:10.680705,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call
Can you check if there is a service roaming in my location?,neutral,telecom,2025-08-31 12:13:22.845912,Can you check if there is a service roaming in my location?,"['check', 'service', 'roaming', 'location']",check service roaming location
My coverage has been unlimited for the past few hours.,positive,telecom,2025-08-31 15:10:35.011118,My coverage has been unlimited for the past few hours.,"['coverage', 'unlimited', 'past', 'hour']",coverage unlimited past hour
[REF-8449] The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:33:47.176325,[REF-8449] The frustrating outage in my area is causing frequent dropped calls.,"['ref-8449', 'frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8449 frustrating outage area causing frequent dropped call
The poor dropped call in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-08-31 08:12:59.341531,The poor dropped call in my area is causing frequent dropped calls. ?,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-31 18:26:11.506738,Can you check if there is a service coverage in my location?,"['check', 'service', 'coverage', 'location']",check service coverage location
[REF-9024] The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:38:23.671944,[REF-9024] The intermittent outage in my area is causing frequent dropped calls.,"['ref-9024', 'intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9024 intermittent outage area causing frequent dropped call
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-01 00:06:35.837151,The overpriced signal in my area is causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area causing frequent dropped call
My mobile billing was suddenly escalated without any warning.... (ticket:131265),neutral,telecom,2025-08-31 15:26:48.002357,My mobile billing was suddenly escalated without any warning. (ticket:131265),"['mobile', 'billing', 'suddenly', 'escalated', 'without', 'warning', 'ticket:131265']",mobile billing suddenly escalated without warning ticket:131265
I need to speak with network about a excellent charge.,positive,telecom,2025-08-31 12:33:00.167564,I need to speak with network about a excellent charge.,"['need', 'speak', 'network', 'excellent', 'charge']",need speak network excellent charge
I was resolved an incorrect amount on my recent data plan.,positive,telecom,2025-09-01 08:45:12.332770,I was resolved an incorrect amount on my recent data plan.,"['resolved', 'incorrect', 'amount', 'recent', 'data', 'plan']",resolved incorrect amount recent data plan
Can you check if there is a service invoice in my location?!!!,neutral,telecom,2025-09-01 14:45:24.497977,Can you check if there is a service invoice in my location!,"['check', 'service', 'invoice', 'location']",check service invoice location
I was upgraded an incorrect amount on my recent roaming. ?!?,positive,telecom,2025-09-01 05:43:36.663183,I was upgraded an incorrect amount on my recent roaming. ?,"['upgraded', 'incorrect', 'amount', 'recent', 'roaming']",upgraded incorrect amount recent roaming
Can you check if there is a service data plan in my location?,positive,telecom,2025-09-01 04:39:48.828390,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location
I NEED TO SPEAK WITH DATA PLAN ABOUT A EXCELLENT CHARGE.,positive,telecom,2025-09-01 20:16:00.993596,I NEED TO SPEAK WITH DATA PLAN ABOUT A EXCELLENT CHARGE.,"['need', 'speak', 'data', 'plan', 'excellent', 'charge']",need speak data plan excellent charge
The overpriced coverage in my area is causing frequent dropped calls.,neutral,telecom,2025-09-01 06:42:13.158803,The overpriced coverage in my area is causing frequent dropped calls.,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-01 09:22:25.324009,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-01 13:29:37.489216,Can you check if there is a service roaming in my location?,"['check', 'service', 'roaming', 'location']",check service roaming location
Can you check if there is a service billing in my location?,positive,telecom,2025-09-02 01:10:49.654422,Can you check if there is a service billing in my location?,"['check', 'service', 'billing', 'location']",check service billing location
The unstable billing in my area is causing freque umm nt dropped calls.,negative,telecom,2025-09-01 17:19:01.819629,The unstable billing in my area is causing freque umm nt dropped calls.,"['unstable', 'billing', 'area', 'causing', 'freque', 'umm', 'nt', 'dropped', 'call']",unstable billing area causing freque umm nt dropped call
I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-09-02 15:14:13.984835,I need to speak with SIM card about a intermittent charge.,"['need', 'speak', 'sim', 'card', 'intermittent', 'charge']",need speak sim card intermittent charge
I need to speak with co you know verage about a intermittent charge.,neutral,telecom,2025-09-02 09:45:26.150042,I need to speak with co you know verage about a intermittent charge.,"['need', 'speak', 'co', 'know', 'verage', 'intermittent', 'charge']",need speak co know verage intermittent charge
My mobile coverage was suddenly resolved without any warning.,positive,telecom,2025-09-02 01:01:38.315248,My mobile coverage was suddenly resolved without any warning.,"['mobile', 'coverage', 'suddenly', 'resolved', 'without', 'warning']",mobile coverage suddenly resolved without warning
Can you check if there is a service signal in my location?,positive,telecom,2025-09-02 22:13:50.480455,Can you check if there is a service signal in my location?,"['check', 'service', 'signal', 'location']",check service signal location
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-09-02 13:15:02.645661,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-02 20:26:14.810868,The intermittent outage in my area is causing frequent dropped calls.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call
My mobile billing was suddenly charged without any warning.,neutral,telecom,2025-09-03 02:52:26.976075,My mobile billing was suddenly charged without any warning.,"['mobile', 'billing', 'suddenly', 'charged', 'without', 'warning']",mobile billing suddenly charged without warning
My SIM card has been unlimited for the past few hours.,positive,telecom,2025-09-03 11:42:39.141281,My SIM card has been unlimited for the past few hours.,"['sim', 'card', 'unlimited', 'past', 'hour']",sim card unlimited past hour
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-03 01:37:51.306488,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call
My mobile billing was suddenly resolved without any warning.,positive,telecom,2025-09-03 07:21:03.471694,My mobile billing was suddenly resolved without any warning.,"['mobile', 'billing', 'suddenly', 'resolved', 'without', 'warning']",mobile billing suddenly resolved without warning
I need to speak with customer service about a intermittent charge....,neutral,telecom,2025-09-03 04:37:15.636901,I need to speak with customer service about a intermittent charge.,"['need', 'speak', 'customer', 'service', 'intermittent', 'charge']",need speak customer service intermittent charge
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:11:27.802107,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
The poor roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:04:39.967314,The poor roaming in my area is causing frequent dropped calls.,"['poor', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",poor roaming area causing frequent dropped call
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 07:15:52.132520,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-03 16:09:04.297727,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge
Can you check if there is a service network in my location?,neutral,telecom,2025-09-03 21:02:16.462933,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location
My mobile invoice was suddenly reported without any warning.,neutral,telecom,2025-09-04 11:39:28.628140,My mobile invoice was suddenly reported without any warning.,"['mobile', 'invoice', 'suddenly', 'reported', 'without', 'warning']",mobile invoice suddenly reported without warning
The poor dropped ca you know ll in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 12:29:40.793346,The poor dropped ca you know ll in my area is causing frequent dropped calls.,"['poor', 'dropped', 'ca', 'know', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped ca know area causing frequent dropped call
I need to speak with data plan about a intermittent charge.,neutral,telecom,2025-09-04 08:18:52.958553,I need to speak with data plan about a intermittent charge.,"['need', 'speak', 'data', 'plan', 'intermittent', 'charge']",need speak data plan intermittent charge
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 04:46:05.123759,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
I was activated an incorrect amount on my recent data plan.,positive,telecom,2025-09-04 07:08:17.288966,I was activated an incorrect amount on my recent data plan.,"['activated', 'incorrect', 'amount', 'recent', 'data', 'plan']",activated incorrect amount recent data plan
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 21:09:29.454172,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call
My dropped call has been intermittent for the past few hours.,neutral,telecom,2025-09-04 22:41:41.619379,My dropped call has been intermittent for the past few hours.,"['dropped', 'call', 'intermittent', 'past', 'hour']",dropped call intermittent past hour
I was  you know upgraded an incorrect amount on my recent invoice.,positive,telecom,2025-09-04 23:10:53.784585,I was you know upgraded an incorrect amount on my recent invoice.,"['know', 'upgraded', 'incorrect', 'amount', 'recent', 'invoice']",know upgraded incorrect amount recent invoice
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 07:39:05.949792,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
