text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
I need to speak with invoice about a intermittent charge.,neutral,telecom,2025-08-26 10:01:03.246412,I need to speak with invoice about a intermittent charge.,"['need', 'speak', 'invoice', 'intermittent', 'charge']",need speak invoice intermittent charge,0.0,0.0,1.0,0.0
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 10:37:15.411619,The unstable dropped call in my area is causing frequent dropped calls.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The overpriced outage in my area is causing frequent dropped calls....,negative,telecom,2025-08-26 04:25:27.576825,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile network was suddenly disconnected without any warning.,positive,telecom,2025-08-26 00:08:39.742032,My mobile network was suddenly disconnected without any warning.,"['mobile', 'network', 'suddenly', 'disconnected', 'without', 'warning']",mobile network suddenly disconnected without warning,0.2584,0.203,0.797,0.0
[REF-7413] The frustrating dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-25 23:09:51.907238,[REF-7413] The frustrating dropped call in my area is causing frequent dropped calls!,"['ref-7413', 'frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-7413 frustrating dropped call area causing frequent dropped call,-0.4926,0.0,0.79,0.21
THE OVERPRICED DROPPED CALL IN MY AREA IS CAUSING FREQUENT DR you know OPPED CALLS.,negative,telecom,2025-08-26 03:00:04.072445,THE OVERPRICED DROPPED CALL IN MY AREA IS CAUSING FREQUENT DR you know OPPED CALLS.,"['overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dr', 'know', 'opped', 'call']",overpriced dropped call area causing frequent dr know opped call,0.0,0.0,1.0,0.0
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-08-26 15:04:16.237651,I need to speak with invoice about a unlimited charge.,"['need', 'speak', 'invoice', 'unlimited', 'charge']",need speak invoice unlimited charge,0.0,0.0,1.0,0.0
Can you check if there is a service roaming in my location? ?!?,neutral,telecom,2025-08-26 18:19:28.402858,Can you check if there is a service roaming in my location? ?,"['check', 'service', 'roaming', 'location']",check service roaming location,0.0,0.0,1.0,0.0
Can you check if there is a service customer service in my  ... location?,neutral,telecom,2025-08-26 10:11:40.568064,Can you check if there is a service customer service in my . location?,"['check', 'service', 'customer', 'service', 'location']",check service customer service location,0.0,0.0,1.0,0.0
Can you check if there is a service network in my location?,positive,telecom,2025-08-27 06:54:52.733271,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
The frustrating outage  umm in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 19:13:04.898478,The frustrating outage umm in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'umm', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage umm area causing frequent dropped call,-0.4404,0.0,0.791,0.209
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 23:04:17.063684,The unstable coverage in my area is causing frequent dropped calls.,"['unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable coverage area causing frequent dropped call,-0.3612,0.0,0.8,0.2
My invoice has been helpful for the past few hours.,positive,telecom,2025-08-27 14:32:29.228891,My invoice has been helpful for the past few hours.,"['invoice', 'helpful', 'past', 'hour']",invoice helpful past hour,0.4215,0.237,0.763,0.0
I need to speak with invoice about a excellent charge.,positive,telecom,2025-08-27 15:58:41.394097,I need to speak with invoice about a excellent charge.,"['need', 'speak', 'invoice', 'excellent', 'charge']",need speak invoice excellent charge,0.5719,0.291,0.709,0.0
I need to speak with roaming about a unlimited charge.,positive,telecom,2025-08-27 14:24:53.559304,I need to speak with roaming about a unlimited charge.,"['need', 'speak', 'roaming', 'unlimited', 'charge']",need speak roaming unlimited charge,0.0,0.0,1.0,0.0
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-27 19:20:05.724510,I need to speak with invoice about a helpful charge.,"['need', 'speak', 'invoice', 'helpful', 'charge']",need speak invoice helpful charge,0.4215,0.237,0.763,0.0
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-08-27 09:07:17.889717,I was resolved an incorrect amount on my recent customer service.,"['resolved', 'incorrect', 'amount', 'recent', 'customer', 'service']",resolved incorrect amount recent customer service,0.1779,0.145,0.855,0.0
My SIM card has been excellent for the past few hours.,positive,telecom,2025-08-27 14:08:30.054923,My SIM card has been excellent for the past few hours.,"['sim', 'card', 'excellent', 'past', 'hour']",sim card excellent past hour,0.5719,0.27,0.73,0.0
The poor customer service in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 08:37:42.220130,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.78,0.22
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-28 07:35:54.385336,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call,-0.3612,0.0,0.8,0.2
MY COVERAGE HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,positive,telecom,2025-08-28 00:02:06.550543,MY COVERAGE HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,"['coverage', 'helpful', 'past', 'hour']",coverage helpful past hour,0.4215,0.237,0.763,0.0
My mobile coverage was suddenly upgraded without any warning.,positive,telecom,2025-08-28 08:52:18.715749,My mobile coverage was suddenly upgraded without any warning.,"['mobile', 'coverage', 'suddenly', 'upgraded', 'without', 'warning']",mobile coverage suddenly upgraded without warning,0.2584,0.203,0.797,0.0
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 13:33:30.880956,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with coverage about a unstable charge.,neutral,telecom,2025-08-28 10:16:43.046162,I need to speak with coverage about a unstable charge.,"['need', 'speak', 'coverage', 'unstable', 'charge']",need speak coverage unstable charge,-0.3612,0.0,0.783,0.217
My mobile SIM card was suddenly disconnected without any warning.,positive,telecom,2025-08-28 16:00:55.211369,My mobile SIM card was suddenly disconnected without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'disconnected', 'without', 'warning']",mobile sim card suddenly disconnected without warning,0.2584,0.184,0.816,0.0
I need to speak with roaming about a intermittent charge.,neutral,telecom,2025-08-28 15:05:07.376575,I need to speak with roaming about a intermittent charge.,"['need', 'speak', 'roaming', 'intermittent', 'charge']",need speak roaming intermittent charge,0.0,0.0,1.0,0.0
Can you check if there is a service dropped call in my location?,neutral,telecom,2025-08-29 08:06:19.541782,Can you check if there is a service dropped call in my location?,"['check', 'service', 'dropped', 'call', 'location']",check service dropped call location,0.0,0.0,1.0,0.0
I need to speak with network about a excellent charge.,positive,telecom,2025-08-29 05:47:31.706988,I need to speak with network about a excellent charge.,"['need', 'speak', 'network', 'excellent', 'charge']",need speak network excellent charge,0.5719,0.291,0.709,0.0
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-29 03:54:43.872195,I need to speak with invoice about a helpful charge.,"['need', 'speak', 'invoice', 'helpful', 'charge']",need speak invoice helpful charge,0.4215,0.237,0.763,0.0
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 04:19:56.037401,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call,-0.4404,0.0,0.791,0.209
[REF-4980] I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-08-28 19:42:08.202608,[REF-4980] I need to speak with SIM card about a intermittent charge.,"['ref-4980', 'need', 'speak', 'sim', 'card', 'intermittent', 'charge']",ref-4980 need speak sim card intermittent charge,0.0,0.0,1.0,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 00:27:20.367814,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 05:14:32.533021,The unstable invoice in my area is causing frequent dropped calls.,"['unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable invoice area causing frequent dropped call,-0.3612,0.0,0.8,0.2
The unstable customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 21:53:44.698227,The unstable customer service in my area is causing frequent dropped calls.,"['unstable', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable customer service area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 10:59:56.863434,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.78,0.22
I was upgraded an incorrect amount on my recent SIM card.,positive,telecom,2025-08-30 04:41:09.028640,I was upgraded an incorrect amount on my recent SIM card.,"['upgraded', 'incorrect', 'amount', 'recent', 'sim', 'card']",upgraded incorrect amount recent sim card,0.0,0.0,1.0,0.0
The unstable signal in my area is causing frequent dro you know pped calls.,negative,telecom,2025-08-29 23:28:21.193847,The unstable signal in my area is causing frequent dro you know pped calls.,"['unstable', 'signal', 'area', 'causing', 'frequent', 'dro', 'know', 'pped', 'call']",unstable signal area causing frequent dro know pped call,-0.3612,0.0,0.839,0.161
Th ... e unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 10:22:33.359053,Th . e unstable invoice in my area is causing frequent dropped calls.,"['th', 'e', 'unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",th e unstable invoice area causing frequent dropped call,-0.3612,0.0,0.828,0.172
MY INVOICE HAS BEEN OVERPRICED FOR THE PAST FEW HOURS. ?!?,neutral,telecom,2025-08-30 09:08:45.524260,MY INVOICE HAS BEEN OVERPRICED FOR THE PAST FEW HOURS. ?,"['invoice', 'overpriced', 'past', 'hour']",invoice overpriced past hour,0.0,0.0,1.0,0.0
My mobile dropped call was suddenly reported without any warning.,neutral,telecom,2025-08-29 23:45:57.689466,My mobile dropped call was suddenly reported without any warning.,"['mobile', 'dropped', 'call', 'suddenly', 'reported', 'without', 'warning']",mobile dropped call suddenly reported without warning,0.2584,0.184,0.816,0.0
The unstable data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 04:01:09.854673,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 13:02:22.019879,The poor coverage in my area is causing frequent dropped calls.,"['poor', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor coverage area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 00:46:34.185086,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.78,0.22
I need to speak with coverage about a intermittent charge.,positive,telecom,2025-08-30 08:37:46.350292,I need to speak with coverage about a intermittent charge.,"['need', 'speak', 'coverage', 'intermittent', 'charge']",need speak coverage intermittent charge,0.0,0.0,1.0,0.0
CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,positive,telecom,2025-08-31 07:01:58.515499,CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,"['check', 'service', 'invoice', 'location']",check service invoice location,0.0,0.0,1.0,0.0
The frustrating SIM card in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 19:58:10.680705,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call,-0.4404,0.0,0.791,0.209
Can you check if there is a service roaming in my location?,neutral,telecom,2025-08-31 12:13:22.845912,Can you check if there is a service roaming in my location?,"['check', 'service', 'roaming', 'location']",check service roaming location,0.0,0.0,1.0,0.0
My coverage has been unlimited for the past few hours.,positive,telecom,2025-08-31 15:10:35.011118,My coverage has been unlimited for the past few hours.,"['coverage', 'unlimited', 'past', 'hour']",coverage unlimited past hour,0.0,0.0,1.0,0.0
[REF-8449] The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:33:47.176325,[REF-8449] The frustrating outage in my area is causing frequent dropped calls.,"['ref-8449', 'frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8449 frustrating outage area causing frequent dropped call,-0.4404,0.0,0.791,0.209
The poor dropped call in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-08-31 08:12:59.341531,The poor dropped call in my area is causing frequent dropped calls. ?,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.795,0.205
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-31 18:26:11.506738,Can you check if there is a service coverage in my location?,"['check', 'service', 'coverage', 'location']",check service coverage location,0.0,0.0,1.0,0.0
[REF-9024] The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:38:23.671944,[REF-9024] The intermittent outage in my area is causing frequent dropped calls.,"['ref-9024', 'intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9024 intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-01 00:06:35.837151,The overpriced signal in my area is causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile billing was suddenly escalated without any warning.... (ticket:131265),neutral,telecom,2025-08-31 15:26:48.002357,My mobile billing was suddenly escalated without any warning. (ticket:131265),"['mobile', 'billing', 'suddenly', 'escalated', 'without', 'warning', 'ticket:131265']",mobile billing suddenly escalated without warning ticket:131265,0.2584,0.184,0.816,0.0
I need to speak with network about a excellent charge.,positive,telecom,2025-08-31 12:33:00.167564,I need to speak with network about a excellent charge.,"['need', 'speak', 'network', 'excellent', 'charge']",need speak network excellent charge,0.5719,0.291,0.709,0.0
I was resolved an incorrect amount on my recent data plan.,positive,telecom,2025-09-01 08:45:12.332770,I was resolved an incorrect amount on my recent data plan.,"['resolved', 'incorrect', 'amount', 'recent', 'data', 'plan']",resolved incorrect amount recent data plan,0.1779,0.145,0.855,0.0
Can you check if there is a service invoice in my location?!!!,neutral,telecom,2025-09-01 14:45:24.497977,Can you check if there is a service invoice in my location!,"['check', 'service', 'invoice', 'location']",check service invoice location,0.0,0.0,1.0,0.0
I was upgraded an incorrect amount on my recent roaming. ?!?,positive,telecom,2025-09-01 05:43:36.663183,I was upgraded an incorrect amount on my recent roaming. ?,"['upgraded', 'incorrect', 'amount', 'recent', 'roaming']",upgraded incorrect amount recent roaming,0.0,0.0,1.0,0.0
Can you check if there is a service data plan in my location?,positive,telecom,2025-09-01 04:39:48.828390,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
I NEED TO SPEAK WITH DATA PLAN ABOUT A EXCELLENT CHARGE.,positive,telecom,2025-09-01 20:16:00.993596,I NEED TO SPEAK WITH DATA PLAN ABOUT A EXCELLENT CHARGE.,"['need', 'speak', 'data', 'plan', 'excellent', 'charge']",need speak data plan excellent charge,0.5719,0.27,0.73,0.0
The overpriced coverage in my area is causing frequent dropped calls.,neutral,telecom,2025-09-01 06:42:13.158803,The overpriced coverage in my area is causing frequent dropped calls.,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call,0.0,0.0,1.0,0.0
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-01 09:22:25.324009,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location,0.0,0.0,1.0,0.0
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-01 13:29:37.489216,Can you check if there is a service roaming in my location?,"['check', 'service', 'roaming', 'location']",check service roaming location,0.0,0.0,1.0,0.0
Can you check if there is a service billing in my location?,positive,telecom,2025-09-02 01:10:49.654422,Can you check if there is a service billing in my location?,"['check', 'service', 'billing', 'location']",check service billing location,0.0,0.0,1.0,0.0
The unstable billing in my area is causing freque umm nt dropped calls.,negative,telecom,2025-09-01 17:19:01.819629,The unstable billing in my area is causing freque umm nt dropped calls.,"['unstable', 'billing', 'area', 'causing', 'freque', 'umm', 'nt', 'dropped', 'call']",unstable billing area causing freque umm nt dropped call,-0.3612,0.0,0.828,0.172
I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-09-02 15:14:13.984835,I need to speak with SIM card about a intermittent charge.,"['need', 'speak', 'sim', 'card', 'intermittent', 'charge']",need speak sim card intermittent charge,0.0,0.0,1.0,0.0
I need to speak with co you know verage about a intermittent charge.,neutral,telecom,2025-09-02 09:45:26.150042,I need to speak with co you know verage about a intermittent charge.,"['need', 'speak', 'co', 'know', 'verage', 'intermittent', 'charge']",need speak co know verage intermittent charge,0.0,0.0,1.0,0.0
My mobile coverage was suddenly resolved without any warning.,positive,telecom,2025-09-02 01:01:38.315248,My mobile coverage was suddenly resolved without any warning.,"['mobile', 'coverage', 'suddenly', 'resolved', 'without', 'warning']",mobile coverage suddenly resolved without warning,0.409,0.348,0.652,0.0
Can you check if there is a service signal in my location?,positive,telecom,2025-09-02 22:13:50.480455,Can you check if there is a service signal in my location?,"['check', 'service', 'signal', 'location']",check service signal location,0.0,0.0,1.0,0.0
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-09-02 13:15:02.645661,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning,0.409,0.348,0.652,0.0
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-02 20:26:14.810868,The intermittent outage in my area is causing frequent dropped calls.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile billing was suddenly charged without any warning.,neutral,telecom,2025-09-03 02:52:26.976075,My mobile billing was suddenly charged without any warning.,"['mobile', 'billing', 'suddenly', 'charged', 'without', 'warning']",mobile billing suddenly charged without warning,0.0608,0.188,0.646,0.166
My SIM card has been unlimited for the past few hours.,positive,telecom,2025-09-03 11:42:39.141281,My SIM card has been unlimited for the past few hours.,"['sim', 'card', 'unlimited', 'past', 'hour']",sim card unlimited past hour,0.0,0.0,1.0,0.0
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-03 01:37:51.306488,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile billing was suddenly resolved without any warning.,positive,telecom,2025-09-03 07:21:03.471694,My mobile billing was suddenly resolved without any warning.,"['mobile', 'billing', 'suddenly', 'resolved', 'without', 'warning']",mobile billing suddenly resolved without warning,0.409,0.348,0.652,0.0
I need to speak with customer service about a intermittent charge....,neutral,telecom,2025-09-03 04:37:15.636901,I need to speak with customer service about a intermittent charge.,"['need', 'speak', 'customer', 'service', 'intermittent', 'charge']",need speak customer service intermittent charge,0.0,0.0,1.0,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:11:27.802107,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The poor roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:04:39.967314,The poor roaming in my area is causing frequent dropped calls.,"['poor', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",poor roaming area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 07:15:52.132520,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.791,0.209
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-03 16:09:04.297727,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge,0.0,0.0,1.0,0.0
Can you check if there is a service network in my location?,neutral,telecom,2025-09-03 21:02:16.462933,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
My mobile invoice was suddenly reported without any warning.,neutral,telecom,2025-09-04 11:39:28.628140,My mobile invoice was suddenly reported without any warning.,"['mobile', 'invoice', 'suddenly', 'reported', 'without', 'warning']",mobile invoice suddenly reported without warning,0.2584,0.203,0.797,0.0
The poor dropped ca you know ll in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 12:29:40.793346,The poor dropped ca you know ll in my area is causing frequent dropped calls.,"['poor', 'dropped', 'ca', 'know', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped ca know area causing frequent dropped call,-0.4767,0.0,0.819,0.181
I need to speak with data plan about a intermittent charge.,neutral,telecom,2025-09-04 08:18:52.958553,I need to speak with data plan about a intermittent charge.,"['need', 'speak', 'data', 'plan', 'intermittent', 'charge']",need speak data plan intermittent charge,0.0,0.0,1.0,0.0
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 04:46:05.123759,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
I was activated an incorrect amount on my recent data plan.,positive,telecom,2025-09-04 07:08:17.288966,I was activated an incorrect amount on my recent data plan.,"['activated', 'incorrect', 'amount', 'recent', 'data', 'plan']",activated incorrect amount recent data plan,0.0,0.0,1.0,0.0
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 21:09:29.454172,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call,-0.4404,0.0,0.791,0.209
My dropped call has been intermittent for the past few hours.,neutral,telecom,2025-09-04 22:41:41.619379,My dropped call has been intermittent for the past few hours.,"['dropped', 'call', 'intermittent', 'past', 'hour']",dropped call intermittent past hour,0.0,0.0,1.0,0.0
I was  you know upgraded an incorrect amount on my recent invoice.,positive,telecom,2025-09-04 23:10:53.784585,I was you know upgraded an incorrect amount on my recent invoice.,"['know', 'upgraded', 'incorrect', 'amount', 'recent', 'invoice']",know upgraded incorrect amount recent invoice,0.0,0.0,1.0,0.0
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 07:39:05.949792,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call,-0.3612,0.0,0.8,0.2
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 02:00:18.114998,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call,-0.3612,0.0,0.815,0.185
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-05 03:16:30.280205,I need to speak with signal about a excellent charge.,"['need', 'speak', 'signal', 'excellent', 'charge']",need speak signal excellent charge,0.5719,0.291,0.709,0.0
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-05 18:55:42.445411,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge,0.0,0.0,1.0,0.0
I need to speak with data plan about a overpriced charge.,neutral,telecom,2025-09-05 02:11:54.610618,I need to speak with data plan about a overpriced charge.,"['need', 'speak', 'data', 'plan', 'overpriced', 'charge']",need speak data plan overpriced charge,0.0,0.0,1.0,0.0
The overpriced SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 01:50:06.775824,The overpriced SIM card in my area is causing frequent dropped calls.,"['overpriced', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced sim card area causing frequent dropped call,0.0,0.0,1.0,0.0
My customer service has been helpful for the past few hours.,positive,telecom,2025-09-05 14:16:18.941031,My customer service has been helpful for the past few hours.,"['customer', 'service', 'helpful', 'past', 'hour']",customer service helpful past hour,0.4215,0.219,0.781,0.0
I need to speak with invoice about a unstable charge....,neutral,telecom,2025-09-05 21:14:31.106237,I need to speak with invoice about a unstable charge.,"['need', 'speak', 'invoice', 'unstable', 'charge']",need speak invoice unstable charge,-0.3612,0.0,0.783,0.217
[REF-1180] My billing has been intermittent for the past few hours.,neutral,telecom,2025-09-05 12:19:43.271444,[REF-1180] My billing has been intermittent for the past few hours.,"['ref-1180', 'billing', 'intermittent', 'past', 'hour']",ref-1180 billing intermittent past hour,0.0,0.0,1.0,0.0
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-05 20:22:55.436650,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I need to speak with network about a helpful charge.,positive,telecom,2025-09-06 12:03:07.601857,I need to speak with network about a helpful charge.,"['need', 'speak', 'network', 'helpful', 'charge']",need speak network helpful charge,0.4215,0.237,0.763,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 01:06:19.767063,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 20:31:31.932270,The overpriced dropped call in my area is causing frequent dropped calls.,"['overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
The frustrating dropped call in my area is causing frequent dropped calls. (ticket:204390),negative,telecom,2025-09-06 21:01:44.097476,The frustrating dropped call in my area is causing frequent dropped calls. (ticket:204390),"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:204390']",frustrating dropped call area causing frequent dropped call ticket:204390,-0.4404,0.0,0.805,0.195
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 13:53:56.262683,The intermittent data plan in my area is causing frequent dropped calls.,"['intermittent', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with roaming about a unstable charge.,neutral,telecom,2025-09-06 20:04:08.427889,I need to speak with roaming about a unstable charge.,"['need', 'speak', 'roaming', 'unstable', 'charge']",need speak roaming unstable charge,-0.3612,0.0,0.783,0.217
